time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),date
2016-09-02T00:00,24.3,0.0,0.0,44.0,13.0,52.0,3.0,3.5,294.0,2016-09-02
2016-09-03T00:00,23.2,0.0,0.0,43.0,2.0,19.0,100.0,7.6,19.0,2016-09-03
2016-09-04T00:00,20.8,0.0,0.0,32.0,20.0,1.0,46.0,7.6,85.0,2016-09-04
2016-09-05T00:00,22.6,0.0,0.0,1.0,1.0,0.0,0.0,6.6,77.0,2016-09-05
2016-09-06T00:00,25.4,0.0,0.0,24.0,0.0,2.0,76.0,14.5,337.0,2016-09-06
2016-09-07T00:00,24.1,0.0,0.0,100.0,86.0,99.0,4.0,15.5,18.0,2016-09-07
2016-09-08T00:00,25.7,0.0,0.0,17.0,8.0,17.0,0.0,5.1,86.0,2016-09-08
2016-09-09T00:00,28.0,0.0,0.0,63.0,6.0,47.0,98.0,7.9,180.0,2016-09-09
2016-09-10T00:00,29.2,0.0,0.0,54.0,9.0,76.0,0.0,4.4,125.0,2016-09-10
2016-09-11T00:00,27.9,0.0,0.0,2.0,0.0,0.0,8.0,14.0,179.0,2016-09-11
2016-09-12T00:00,23.8,0.0,0.0,14.0,0.0,0.0,45.0,12.8,328.0,2016-09-12
2016-09-13T00:00,20.6,0.0,0.0,0.0,0.0,0.0,0.0,11.3,171.0,2016-09-13
2016-09-14T00:00,22.8,0.0,0.0,0.0,0.0,0.0,0.0,14.1,161.0,2016-09-14
2016-09-15T00:00,25.2,0.0,0.0,40.0,0.0,66.0,2.0,13.4,354.0,2016-09-15
2016-09-16T00:00,18.8,0.0,0.0,18.0,1.0,0.0,56.0,8.4,155.0,2016-09-16
2016-09-17T00:00,18.4,0.0,0.0,16.0,11.0,0.0,20.0,10.0,154.0,2016-09-17
2016-09-18T00:00,21.7,0.0,0.0,80.0,66.0,2.0,63.0,12.2,156.0,2016-09-18
2016-09-19T00:00,25.9,0.3,0.3,68.0,17.0,38.0,99.0,6.1,130.0,2016-09-19
2016-09-20T00:00,22.1,0.0,0.0,100.0,79.0,17.0,100.0,4.6,135.0,2016-09-20
2016-09-21T00:00,23.8,0.0,0.0,29.0,0.0,0.0,95.0,5.1,184.0,2016-09-21
2016-09-22T00:00,23.6,0.0,0.0,30.0,0.0,0.0,100.0,7.6,19.0,2016-09-22
2016-09-23T00:00,21.9,0.0,0.0,1.0,0.0,1.0,0.0,8.7,132.0,2016-09-23
2016-09-24T00:00,24.3,0.0,0.0,15.0,4.0,19.0,0.0,6.8,177.0,2016-09-24
2016-09-25T00:00,17.3,0.0,0.0,2.0,2.0,0.0,0.0,5.9,47.0,2016-09-25
2016-09-26T00:00,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.6,84.0,2016-09-26
2016-09-27T00:00,19.5,0.0,0.0,100.0,99.0,90.0,5.0,14.1,176.0,2016-09-27
2016-09-28T00:00,19.4,0.0,0.0,5.0,0.0,0.0,17.0,6.5,174.0,2016-09-28
2016-09-29T00:00,16.2,0.0,0.0,100.0,100.0,19.0,52.0,17.9,56.0,2016-09-29
2016-09-30T00:00,16.3,0.7,0.7,100.0,82.0,100.0,100.0,16.3,65.0,2016-09-30
2016-10-01T00:00,14.9,0.0,0.0,100.0,100.0,88.0,73.0,18.4,35.0,2016-10-01
2016-10-02T00:00,16.0,0.0,0.0,100.0,100.0,28.0,99.0,12.5,51.0,2016-10-02
2016-10-03T00:00,16.5,0.0,0.0,97.0,99.0,13.0,0.0,1.1,198.0,2016-10-03
2016-10-04T00:00,18.0,0.0,0.0,12.0,4.0,14.0,0.0,3.1,315.0,2016-10-04
2016-10-05T00:00,17.0,0.0,0.0,81.0,83.0,11.0,0.0,7.1,75.0,2016-10-05
2016-10-06T00:00,15.8,0.0,0.0,11.0,12.0,0.0,0.0,4.6,162.0,2016-10-06
2016-10-07T00:00,15.6,0.0,0.0,0.0,0.0,0.0,0.0,8.4,170.0,2016-10-07
2016-10-08T00:00,17.0,0.0,0.0,10.0,0.0,3.0,28.0,5.8,150.0,2016-10-08
2016-10-09T00:00,18.5,0.2,0.2,100.0,100.0,100.0,100.0,3.3,347.0,2016-10-09
2016-10-10T00:00,14.0,0.0,0.0,1.0,0.0,2.0,0.0,21.8,352.0,2016-10-10
2016-10-11T00:00,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,7.0,2016-10-11
2016-10-12T00:00,12.9,0.0,0.0,14.0,0.0,0.0,48.0,6.4,133.0,2016-10-12
2016-10-13T00:00,14.9,0.0,0.0,63.0,47.0,0.0,68.0,6.5,124.0,2016-10-13
2016-10-14T00:00,15.6,0.0,0.0,18.0,18.0,3.0,0.0,11.2,312.0,2016-10-14
2016-10-15T00:00,12.4,0.0,0.0,10.0,0.0,0.0,32.0,6.0,57.0,2016-10-15
2016-10-16T00:00,13.4,0.0,0.0,0.0,0.0,0.0,0.0,10.5,158.0,2016-10-16
2016-10-17T00:00,17.7,0.0,0.0,25.0,0.0,8.0,66.0,11.0,221.0,2016-10-17
2016-10-18T00:00,19.5,0.0,0.0,8.0,0.0,1.0,24.0,8.0,252.0,2016-10-18
2016-10-19T00:00,22.2,0.0,0.0,0.0,0.0,0.0,0.0,14.8,203.0,2016-10-19
2016-10-20T00:00,21.4,0.0,0.0,2.0,2.0,0.0,0.0,11.5,4.0,2016-10-20
2016-10-21T00:00,19.1,0.0,0.0,100.0,93.0,99.0,12.0,12.4,98.0,2016-10-21
2016-10-22T00:00,19.5,0.0,0.0,69.0,63.0,20.0,0.0,4.6,18.0,2016-10-22
2016-10-23T00:00,9.2,0.2,0.2,60.0,0.0,95.0,11.0,21.6,267.0,2016-10-23
2016-10-24T00:00,13.8,0.0,0.0,5.0,0.0,9.0,0.0,12.6,250.0,2016-10-24
2016-10-25T00:00,11.8,0.0,0.0,0.0,0.0,0.0,0.0,18.9,321.0,2016-10-25
2016-10-26T00:00,8.8,0.0,0.0,0.0,0.0,0.0,0.0,16.1,312.0,2016-10-26
2016-10-27T00:00,7.7,0.0,0.0,30.0,0.0,11.0,77.0,7.2,360.0,2016-10-27
2016-10-28T00:00,11.2,1.6,1.6,100.0,91.0,93.0,29.0,10.4,104.0,2016-10-28
2016-10-29T00:00,7.8,0.0,0.0,0.0,0.0,0.0,0.0,16.6,311.0,2016-10-29
2016-10-30T00:00,15.7,0.0,0.0,53.0,16.0,21.0,87.0,14.8,229.0,2016-10-30
2016-10-31T00:00,14.6,2.1,2.1,100.0,100.0,99.0,99.0,11.2,354.0,2016-10-31
2016-11-01T00:00,8.7,0.0,0.0,23.0,0.0,0.0,75.0,5.4,4.0,2016-11-01
2016-11-02T00:00,12.5,0.0,0.0,80.0,55.0,0.0,100.0,8.3,175.0,2016-11-02
2016-11-03T00:00,15.7,0.0,0.0,21.0,0.0,1.0,69.0,7.8,236.0,2016-11-03
2016-11-04T00:00,16.7,0.0,0.0,8.0,0.0,10.0,6.0,14.1,328.0,2016-11-04
2016-11-05T00:00,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,304.0,2016-11-05
2016-11-06T00:00,12.7,0.0,0.0,0.0,0.0,0.0,0.0,6.2,277.0,2016-11-06
2016-11-07T00:00,8.8,0.0,0.0,3.0,2.0,2.0,0.0,15.1,28.0,2016-11-07
2016-11-08T00:00,8.2,0.0,0.0,0.0,0.0,0.0,0.0,5.1,315.0,2016-11-08
2016-11-09T00:00,12.1,0.0,0.0,29.0,0.0,0.0,95.0,8.9,249.0,2016-11-09
2016-11-10T00:00,12.1,0.7,0.7,100.0,100.0,100.0,14.0,15.3,352.0,2016-11-10
2016-11-11T00:00,11.2,0.0,0.0,22.0,0.0,0.0,74.0,14.3,227.0,2016-11-11
2016-11-12T00:00,8.4,0.0,0.0,0.0,0.0,0.0,0.0,23.2,327.0,2016-11-12
2016-11-13T00:00,7.1,0.0,0.0,6.0,0.0,0.0,20.0,10.3,258.0,2016-11-13
2016-11-14T00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,12.3,255.0,2016-11-14
2016-11-15T00:00,11.6,0.0,0.0,89.0,0.0,99.0,99.0,8.2,209.0,2016-11-15
2016-11-16T00:00,9.8,0.0,0.0,89.0,99.0,0.0,0.0,13.5,312.0,2016-11-16
2016-11-17T00:00,11.5,0.0,0.0,22.0,12.0,19.0,0.0,10.9,276.0,2016-11-17
2016-11-18T00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,9.9,327.0,2016-11-18
2016-11-19T00:00,12.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300.0,2016-11-19
2016-11-20T00:00,11.5,0.0,0.0,17.0,9.0,14.0,0.0,8.5,102.0,2016-11-20
2016-11-21T00:00,4.7,0.0,0.0,100.0,90.0,96.0,71.0,22.7,272.0,2016-11-21
2016-11-22T00:00,4.1,0.0,0.0,100.0,85.0,98.0,19.0,21.4,283.0,2016-11-22
2016-11-23T00:00,3.4,0.0,0.0,28.0,31.0,0.0,0.0,16.0,293.0,2016-11-23
2016-11-24T00:00,4.9,0.0,0.0,85.0,0.0,92.0,98.0,6.6,29.0,2016-11-24
2016-11-25T00:00,7.7,0.0,0.0,100.0,99.0,80.0,0.0,6.8,18.0,2016-11-25
2016-11-26T00:00,9.5,0.2,0.2,100.0,100.0,97.0,93.0,3.8,107.0,2016-11-26
2016-11-27T00:00,6.7,0.0,0.0,1.0,0.0,1.0,0.0,10.5,297.0,2016-11-27
2016-11-28T00:00,6.3,0.0,0.0,0.0,0.0,0.0,0.0,8.7,275.0,2016-11-28
2016-11-29T00:00,6.2,0.0,0.0,47.0,0.0,28.0,100.0,9.1,171.0,2016-11-29
2016-11-30T00:00,14.8,0.0,0.0,100.0,100.0,100.0,0.0,10.3,234.0,2016-11-30
2016-12-01T00:00,11.2,0.5,0.5,100.0,100.0,80.0,100.0,15.0,66.0,2016-12-01
2016-12-02T00:00,8.3,0.0,0.0,24.0,3.0,35.0,0.0,17.4,276.0,2016-12-02
2016-12-03T00:00,7.9,0.0,0.0,26.0,16.0,15.0,7.0,16.0,262.0,2016-12-03
2016-12-04T00:00,6.5,0.0,0.0,0.0,0.0,0.0,0.0,14.6,303.0,2016-12-04
2016-12-05T00:00,4.6,0.0,0.0,50.0,0.0,34.0,100.0,7.7,79.0,2016-12-05
2016-12-06T00:00,5.6,0.0,0.0,32.0,7.0,0.0,87.0,7.6,278.0,2016-12-06
2016-12-07T00:00,5.4,1.5,1.5,100.0,60.0,100.0,98.0,12.1,53.0,2016-12-07
2016-12-08T00:00,6.0,0.0,0.0,100.0,62.0,73.0,0.0,1.8,191.0,2016-12-08
2016-12-09T00:00,4.1,0.0,0.0,11.0,12.0,0.0,0.0,15.8,270.0,2016-12-09
2016-12-10T00:00,0.8,0.0,0.0,0.0,0.0,0.0,0.0,17.9,308.0,2016-12-10
2016-12-11T00:00,-0.2,0.0,0.0,1.0,1.0,0.0,0.0,8.7,265.0,2016-12-11
2016-12-12T00:00,-0.6,0.1,0.0,87.0,0.0,95.0,100.0,6.6,135.0,2016-12-12
2016-12-13T00:00,3.6,0.0,0.0,11.0,12.0,0.0,0.0,12.6,265.0,2016-12-13
2016-12-14T00:00,3.7,0.0,0.0,59.0,0.0,96.0,6.0,7.2,186.0,2016-12-14
2016-12-15T00:00,1.5,0.0,0.0,28.0,0.0,0.0,93.0,11.5,250.0,2016-12-15
2016-12-16T00:00,-5.6,0.0,0.0,51.0,5.0,78.0,0.0,32.3,277.0,2016-12-16
2016-12-17T00:00,-4.9,0.0,0.0,30.0,0.0,0.0,99.0,10.8,210.0,2016-12-17
2016-12-18T00:00,0.6,0.0,0.0,90.0,45.0,41.0,84.0,9.5,209.0,2016-12-18
2016-12-19T00:00,3.6,0.0,0.0,89.0,0.0,99.0,100.0,14.9,323.0,2016-12-19
2016-12-20T00:00,-3.2,0.0,0.0,29.0,0.0,0.0,98.0,8.3,18.0,2016-12-20
2016-12-21T00:00,-2.5,0.0,0.0,27.0,1.0,22.0,43.0,9.8,216.0,2016-12-21
2016-12-22T00:00,1.7,0.0,0.0,30.0,0.0,0.0,100.0,7.6,245.0,2016-12-22
2016-12-23T00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,290.0,2016-12-23
2016-12-24T00:00,3.7,0.0,0.0,30.0,0.0,0.0,100.0,9.2,228.0,2016-12-24
2016-12-25T00:00,4.7,0.0,0.0,47.0,52.0,0.0,0.0,9.0,270.0,2016-12-25
2016-12-26T00:00,3.9,0.0,0.0,2.0,2.0,0.0,0.0,11.3,37.0,2016-12-26
2016-12-27T00:00,4.6,0.0,0.0,100.0,100.0,73.0,8.0,7.9,183.0,2016-12-27
2016-12-28T00:00,8.4,0.0,0.0,0.0,0.0,0.0,0.0,8.7,308.0,2016-12-28
2016-12-29T00:00,1.9,0.0,0.0,5.0,0.0,0.0,15.0,8.0,324.0,2016-12-29
2016-12-30T00:00,3.6,0.0,0.0,23.0,0.0,34.0,7.0,14.2,277.0,2016-12-30
2016-12-31T00:00,1.9,0.0,0.0,2.0,0.0,3.0,0.0,15.5,267.0,2016-12-31
2017-01-01T00:00,5.7,0.0,0.0,90.0,0.0,100.0,99.0,19.2,208.0,2017-01-01
2017-01-02T00:00,3.4,0.0,0.0,0.0,0.0,0.0,0.0,5.4,4.0,2017-01-02
2017-01-03T00:00,3.7,0.0,0.0,100.0,100.0,100.0,100.0,13.5,29.0,2017-01-03
2017-01-04T00:00,6.0,0.2,0.2,100.0,100.0,64.0,0.0,13.0,34.0,2017-01-04
2017-01-05T00:00,6.3,0.0,0.0,0.0,0.0,0.0,0.0,22.7,268.0,2017-01-05
2017-01-06T00:00,-0.5,0.0,0.0,23.0,0.0,37.0,3.0,10.2,219.0,2017-01-06
2017-01-07T00:00,-1.2,0.0,0.0,84.0,0.0,95.0,91.0,7.0,305.0,2017-01-07
2017-01-08T00:00,-5.6,0.4,0.0,100.0,78.0,100.0,0.0,21.7,345.0,2017-01-08
2017-01-09T00:00,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,276.0,2017-01-09
2017-01-10T00:00,-9.4,0.0,0.0,28.0,0.0,46.0,0.0,9.4,203.0,2017-01-10
2017-01-11T00:00,2.0,0.0,0.0,78.0,0.0,81.0,99.0,9.8,144.0,2017-01-11
2017-01-12T00:00,5.9,0.0,0.0,88.0,0.0,97.0,100.0,9.8,163.0,2017-01-12
2017-01-13T00:00,13.6,0.0,0.0,48.0,19.0,22.0,59.0,15.5,234.0,2017-01-13
2017-01-14T00:00,2.7,0.0,0.0,29.0,0.0,0.0,98.0,13.2,334.0,2017-01-14
2017-01-15T00:00,-1.0,0.2,0.0,100.0,80.0,99.0,100.0,2.2,171.0,2017-01-15
2017-01-16T00:00,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.2,299.0,2017-01-16
2017-01-17T00:00,3.0,0.0,0.0,69.0,0.0,66.0,97.0,9.9,226.0,2017-01-17
2017-01-18T00:00,3.5,0.2,0.2,100.0,100.0,99.0,38.0,10.8,75.0,2017-01-18
2017-01-19T00:00,4.7,0.0,0.0,100.0,78.0,89.0,0.0,6.1,357.0,2017-01-19
2017-01-20T00:00,5.6,0.0,0.0,66.0,49.0,0.0,74.0,6.5,304.0,2017-01-20
2017-01-21T00:00,5.4,0.4,0.4,100.0,92.0,100.0,97.0,5.5,113.0,2017-01-21
2017-01-22T00:00,6.3,0.0,0.0,100.0,79.0,44.0,100.0,7.9,219.0,2017-01-22
2017-01-23T00:00,8.2,0.0,0.0,100.0,74.0,31.0,95.0,11.1,65.0,2017-01-23
2017-01-24T00:00,2.9,1.6,1.6,100.0,100.0,100.0,100.0,27.9,33.0,2017-01-24
2017-01-25T00:00,3.7,0.3,0.3,100.0,85.0,96.0,43.0,20.0,322.0,2017-01-25
2017-01-26T00:00,6.2,0.0,0.0,16.0,0.0,26.0,2.0,3.5,204.0,2017-01-26
2017-01-27T00:00,6.9,0.0,0.0,0.0,0.0,0.0,0.0,20.8,261.0,2017-01-27
2017-01-28T00:00,4.3,0.0,0.0,40.0,14.0,45.0,0.0,17.3,258.0,2017-01-28
2017-01-29T00:00,2.7,0.0,0.0,58.0,48.0,24.0,0.0,10.6,252.0,2017-01-29
2017-01-30T00:00,3.0,0.0,0.0,10.0,0.0,17.0,0.0,7.9,246.0,2017-01-30
2017-01-31T00:00,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.7,300.0,2017-01-31
2017-02-01T00:00,-0.4,0.0,0.0,29.0,2.0,45.0,1.0,4.1,45.0,2017-02-01
2017-02-02T00:00,5.3,0.0,0.0,80.0,3.0,92.0,72.0,13.0,272.0,2017-02-02
2017-02-03T00:00,2.7,0.0,0.0,0.0,0.0,0.0,0.0,8.8,305.0,2017-02-03
2017-02-04T00:00,-0.1,0.0,0.0,71.0,0.0,100.0,38.0,12.1,293.0,2017-02-04
2017-02-05T00:00,-0.1,0.0,0.0,30.0,0.0,0.0,99.0,12.4,234.0,2017-02-05
2017-02-06T00:00,4.2,0.0,0.0,1.0,0.0,2.0,0.0,15.6,251.0,2017-02-06
2017-02-07T00:00,4.4,0.0,0.0,1.0,0.0,1.0,0.0,7.6,155.0,2017-02-07
2017-02-08T00:00,2.6,0.0,0.0,100.0,100.0,24.0,89.0,12.3,69.0,2017-02-08
2017-02-09T00:00,8.7,0.0,0.0,34.0,0.0,57.0,0.0,9.8,354.0,2017-02-09
2017-02-10T00:00,-5.7,0.0,0.0,2.0,0.0,4.0,0.0,24.1,305.0,2017-02-10
2017-02-11T00:00,-3.1,0.0,0.0,72.0,0.0,93.0,53.0,9.2,219.0,2017-02-11
2017-02-12T00:00,4.1,0.0,0.0,62.0,0.0,61.0,86.0,6.4,52.0,2017-02-12
2017-02-13T00:00,1.6,0.0,0.0,100.0,100.0,65.0,0.0,11.6,334.0,2017-02-13
2017-02-14T00:00,0.9,0.0,0.0,0.0,0.0,0.0,0.0,19.5,309.0,2017-02-14
2017-02-15T00:00,2.2,0.0,0.0,13.0,0.0,0.0,43.0,10.6,190.0,2017-02-15
2017-02-16T00:00,3.3,0.0,0.0,31.0,0.0,51.0,0.0,20.9,306.0,2017-02-16
2017-02-17T00:00,-0.1,0.0,0.0,14.0,5.0,15.0,0.0,18.0,299.0,2017-02-17
2017-02-18T00:00,3.1,0.0,0.0,40.0,0.0,21.0,92.0,9.1,288.0,2017-02-18
2017-02-19T00:00,11.7,0.0,0.0,12.0,0.0,0.0,41.0,14.0,224.0,2017-02-19
2017-02-20T00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,10.5,308.0,2017-02-20
2017-02-21T00:00,6.8,0.0,0.0,0.0,0.0,0.0,0.0,11.3,22.0,2017-02-21
2017-02-22T00:00,5.6,0.0,0.0,30.0,0.0,0.0,100.0,11.4,162.0,2017-02-22
2017-02-23T00:00,8.1,0.0,0.0,44.0,0.0,36.0,75.0,8.0,170.0,2017-02-23
2017-02-24T00:00,11.1,0.0,0.0,66.0,25.0,31.0,84.0,11.6,173.0,2017-02-24
2017-02-25T00:00,14.2,0.0,0.0,21.0,15.0,10.0,6.0,15.9,177.0,2017-02-25
2017-02-26T00:00,12.2,1.0,1.0,100.0,69.0,79.0,100.0,11.0,221.0,2017-02-26
2017-02-27T00:00,3.8,0.0,0.0,10.0,4.0,10.0,0.0,13.0,284.0,2017-02-27
2017-02-28T00:00,9.2,0.0,0.0,0.0,0.0,0.0,0.0,10.2,231.0,2017-02-28
2017-03-01T00:00,11.5,0.5,0.5,100.0,99.0,87.0,100.0,8.7,132.0,2017-03-01
2017-03-02T00:00,17.3,0.0,0.0,49.0,0.0,32.0,100.0,21.8,236.0,2017-03-02
2017-03-03T00:00,5.6,0.0,0.0,0.0,0.0,0.0,0.0,16.2,287.0,2017-03-03
2017-03-04T00:00,0.6,0.1,0.1,37.0,12.0,44.0,0.0,23.1,307.0,2017-03-04
2017-03-05T00:00,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,24.0,324.0,2017-03-05
2017-03-06T00:00,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.9,322.0,2017-03-06
2017-03-07T00:00,4.6,0.0,0.0,83.0,0.0,92.0,93.0,12.4,154.0,2017-03-07
2017-03-08T00:00,10.4,0.7,0.7,64.0,5.0,49.0,100.0,9.2,149.0,2017-03-08
2017-03-09T00:00,12.7,0.0,0.0,1.0,0.0,1.0,0.0,12.9,207.0,2017-03-09
2017-03-10T00:00,11.6,0.0,0.0,60.0,0.0,100.0,0.0,9.9,350.0,2017-03-10
2017-03-11T00:00,0.8,0.0,0.0,32.0,1.0,52.0,0.0,17.1,309.0,2017-03-11
2017-03-12T00:00,-2.4,0.0,0.0,5.0,0.0,8.0,0.0,15.2,301.0,2017-03-12
2017-03-13T00:00,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,307.0,2017-03-13
2017-03-14T00:00,-0.6,0.0,0.0,59.0,1.0,47.0,98.0,9.6,124.0,2017-03-14
2017-03-15T00:00,-0.7,0.0,0.0,100.0,93.0,96.0,0.0,23.7,298.0,2017-03-15
2017-03-16T00:00,-3.4,0.0,0.0,100.0,62.0,81.0,46.0,20.5,288.0,2017-03-16
2017-03-17T00:00,1.1,0.0,0.0,11.0,0.0,0.0,38.0,12.7,285.0,2017-03-17
2017-03-18T00:00,3.6,0.0,0.0,19.0,0.0,0.0,62.0,11.3,239.0,2017-03-18
2017-03-19T00:00,1.9,0.3,0.2,100.0,96.0,99.0,0.0,17.3,54.0,2017-03-19
2017-03-20T00:00,5.3,0.0,0.0,0.0,0.0,0.0,0.0,9.4,356.0,2017-03-20
2017-03-21T00:00,8.4,0.0,0.0,0.0,0.0,0.0,0.0,9.4,277.0,2017-03-21
2017-03-22T00:00,11.0,0.0,0.0,10.0,5.0,6.0,5.0,10.5,262.0,2017-03-22
2017-03-23T00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,19.7,320.0,2017-03-23
2017-03-24T00:00,4.7,0.0,0.0,0.0,0.0,0.0,0.0,6.6,241.0,2017-03-24
2017-03-25T00:00,9.5,0.0,0.0,5.0,0.0,0.0,16.0,10.9,224.0,2017-03-25
2017-03-26T00:00,7.4,0.0,0.0,90.0,27.0,65.0,89.0,9.2,42.0,2017-03-26
2017-03-27T00:00,4.3,0.0,0.0,100.0,98.0,85.0,95.0,11.9,87.0,2017-03-27
2017-03-28T00:00,10.7,0.0,0.0,97.0,88.0,30.0,0.0,6.5,84.0,2017-03-28
2017-03-29T00:00,6.0,0.2,0.2,100.0,100.0,100.0,37.0,9.4,4.0,2017-03-29
2017-03-30T00:00,9.7,0.0,0.0,0.0,0.0,0.0,1.0,11.7,342.0,2017-03-30
2017-03-31T00:00,6.6,0.0,0.0,88.0,0.0,98.0,98.0,11.3,171.0,2017-03-31
2017-04-01T00:00,4.9,3.8,3.8,100.0,100.0,100.0,97.0,27.9,73.0,2017-04-01
2017-04-02T00:00,6.8,0.0,0.0,62.0,44.0,38.0,0.0,7.0,12.0,2017-04-02
2017-04-03T00:00,12.6,0.0,0.0,1.0,0.0,0.0,4.0,7.9,286.0,2017-04-03
2017-04-04T00:00,11.1,0.0,0.0,100.0,57.0,99.0,100.0,12.3,148.0,2017-04-04
2017-04-05T00:00,9.4,0.0,0.0,100.0,100.0,39.0,0.0,6.1,62.0,2017-04-05
2017-04-06T00:00,9.5,0.0,0.0,33.0,3.0,0.0,100.0,12.5,136.0,2017-04-06
2017-04-07T00:00,11.0,0.0,0.0,100.0,97.0,37.0,1.0,7.4,157.0,2017-04-07
2017-04-08T00:00,6.8,0.0,0.0,47.0,0.0,79.0,0.0,24.2,295.0,2017-04-08
2017-04-09T00:00,11.4,0.0,0.0,9.0,0.0,0.0,31.0,11.1,299.0,2017-04-09
2017-04-10T00:00,13.4,0.0,0.0,30.0,0.0,0.0,100.0,11.5,180.0,2017-04-10
2017-04-11T00:00,19.2,0.0,0.0,42.0,0.0,28.0,85.0,14.3,192.0,2017-04-11
2017-04-12T00:00,18.4,0.0,0.0,30.0,0.0,0.0,99.0,9.4,176.0,2017-04-12
2017-04-13T00:00,20.4,0.0,0.0,5.0,0.0,9.0,0.0,5.3,242.0,2017-04-13
2017-04-14T00:00,14.6,0.0,0.0,88.0,0.0,98.0,98.0,7.9,336.0,2017-04-14
2017-04-15T00:00,13.3,0.0,0.0,0.0,0.0,0.0,0.0,11.5,178.0,2017-04-15
2017-04-16T00:00,15.6,0.0,0.0,100.0,68.0,38.0,84.0,10.6,170.0,2017-04-16
2017-04-17T00:00,23.4,0.0,0.0,33.0,0.0,27.0,56.0,15.1,237.0,2017-04-17
2017-04-18T00:00,18.5,0.0,0.0,8.0,0.0,0.0,28.0,12.8,338.0,2017-04-18
2017-04-19T00:00,11.4,0.0,0.0,0.0,0.0,0.0,0.0,13.5,155.0,2017-04-19
2017-04-20T00:00,9.8,0.1,0.1,100.0,90.0,69.0,99.0,13.9,143.0,2017-04-20
2017-04-21T00:00,14.5,0.0,0.0,100.0,71.0,28.0,100.0,9.7,135.0,2017-04-21
2017-04-22T00:00,11.3,0.0,0.0,100.0,100.0,22.0,1.0,8.4,59.0,2017-04-22
2017-04-23T00:00,12.2,0.0,0.0,100.0,13.0,98.0,98.0,5.0,291.0,2017-04-23
2017-04-24T00:00,12.5,0.0,0.0,30.0,0.0,0.0,100.0,12.4,163.0,2017-04-24
2017-04-25T00:00,12.9,0.0,0.0,86.0,0.0,93.0,100.0,9.0,74.0,2017-04-25
2017-04-26T00:00,11.9,1.6,1.6,100.0,100.0,100.0,100.0,23.6,56.0,2017-04-26
2017-04-27T00:00,16.2,0.0,0.0,100.0,100.0,31.0,4.0,3.4,58.0,2017-04-27
2017-04-28T00:00,15.4,0.0,0.0,79.0,72.0,1.0,44.0,11.9,115.0,2017-04-28
2017-04-29T00:00,22.4,0.0,0.0,0.0,0.0,0.0,0.0,8.7,222.0,2017-04-29
2017-04-30T00:00,24.4,0.0,0.0,6.0,1.0,2.0,14.0,9.4,266.0,2017-04-30
2017-05-01T00:00,11.4,0.0,0.0,97.0,99.0,12.0,1.0,15.3,109.0,2017-05-01
2017-05-02T00:00,21.2,0.0,0.0,31.0,5.0,1.0,87.0,14.0,168.0,2017-05-02
2017-05-03T00:00,20.3,0.0,0.0,4.0,0.0,7.0,0.0,15.2,266.0,2017-05-03
2017-05-04T00:00,15.5,0.0,0.0,18.0,0.0,0.0,59.0,12.8,328.0,2017-05-04
2017-05-05T00:00,12.4,0.0,0.0,71.0,0.0,68.0,100.0,12.4,126.0,2017-05-05
2017-05-06T00:00,16.3,0.2,0.2,100.0,100.0,11.0,100.0,8.2,119.0,2017-05-06
2017-05-07T00:00,14.6,0.8,0.8,85.0,24.0,93.0,26.0,11.2,201.0,2017-05-07
2017-05-08T00:00,11.0,0.0,0.0,38.0,13.0,41.0,6.0,15.2,284.0,2017-05-08
2017-05-09T00:00,13.6,0.0,0.0,22.0,0.0,28.0,16.0,2.5,188.0,2017-05-09
2017-05-10T00:00,13.7,0.0,0.0,61.0,0.0,55.0,93.0,7.3,101.0,2017-05-10
2017-05-11T00:00,13.6,0.0,0.0,7.0,0.0,1.0,22.0,7.9,137.0,2017-05-11
2017-05-12T00:00,12.9,0.0,0.0,20.0,0.0,3.0,60.0,8.9,148.0,2017-05-12
2017-05-13T00:00,12.5,0.0,0.0,79.0,51.0,5.0,100.0,9.2,159.0,2017-05-13
2017-05-14T00:00,8.9,1.5,1.5,100.0,100.0,100.0,22.0,20.3,17.0,2017-05-14
2017-05-15T00:00,15.7,0.1,0.1,33.0,0.0,54.0,1.0,9.1,277.0,2017-05-15
2017-05-16T00:00,18.6,0.0,0.0,0.0,0.0,0.0,0.0,14.9,307.0,2017-05-16
