time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),date
2017-05-17T00:00,21.2,0.0,0.0,0.0,0.0,0.0,0.0,7.8,236.0,2017-05-17
2017-05-18T00:00,26.2,0.0,0.0,5.0,0.0,0.0,16.0,12.9,210.0,2017-05-18
2017-05-19T00:00,28.2,0.0,0.0,34.0,0.0,17.0,78.0,15.0,210.0,2017-05-19
2017-05-20T00:00,28.0,0.0,0.0,47.0,0.0,29.0,99.0,5.7,305.0,2017-05-20
2017-05-21T00:00,16.0,0.0,0.0,55.0,0.0,43.0,97.0,9.2,191.0,2017-05-21
2017-05-22T00:00,15.2,0.0,0.0,61.0,4.0,48.0,94.0,12.0,141.0,2017-05-22
2017-05-23T00:00,15.7,0.0,0.0,100.0,100.0,67.0,99.0,1.5,315.0,2017-05-23
2017-05-24T00:00,18.0,0.0,0.0,34.0,0.0,6.0,100.0,6.5,180.0,2017-05-24
2017-05-25T00:00,17.3,0.0,0.0,52.0,13.0,17.0,100.0,9.7,153.0,2017-05-25
2017-05-26T00:00,15.4,2.1,2.1,100.0,100.0,12.0,88.0,15.8,49.0,2017-05-26
2017-05-27T00:00,21.1,0.0,0.0,26.0,12.0,25.0,0.0,10.8,291.0,2017-05-27
2017-05-28T00:00,19.9,0.0,0.0,47.0,8.0,22.0,89.0,5.3,118.0,2017-05-28
2017-05-29T00:00,16.6,0.0,0.0,92.0,3.0,99.0,98.0,11.8,117.0,2017-05-29
2017-05-30T00:00,14.5,0.0,0.0,100.0,98.0,9.0,90.0,8.9,130.0,2017-05-30
2017-05-31T00:00,14.8,0.0,0.0,100.0,100.0,42.0,17.0,11.0,131.0,2017-05-31
2017-06-01T00:00,21.0,0.0,0.0,20.0,2.0,22.0,15.0,6.6,193.0,2017-06-01
2017-06-02T00:00,23.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,259.0,2017-06-02
2017-06-03T00:00,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,340.0,2017-06-03
2017-06-04T00:00,22.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,281.0,2017-06-04
2017-06-05T00:00,16.3,1.1,1.1,86.0,3.0,90.0,96.0,4.9,54.0,2017-06-05
2017-06-06T00:00,17.6,0.0,0.0,100.0,95.0,87.0,100.0,12.4,100.0,2017-06-06
2017-06-07T00:00,13.5,0.0,0.0,95.0,100.0,7.0,2.0,13.1,53.0,2017-06-07
2017-06-08T00:00,19.4,0.0,0.0,1.0,0.0,2.0,0.0,6.1,225.0,2017-06-08
2017-06-09T00:00,16.7,0.0,0.0,66.0,0.0,77.0,67.0,4.3,85.0,2017-06-09
2017-06-10T00:00,24.9,0.0,0.0,9.0,0.0,15.0,0.0,9.2,239.0,2017-06-10
2017-06-11T00:00,26.4,0.0,0.0,41.0,9.0,29.0,50.0,9.1,214.0,2017-06-11
2017-06-12T00:00,28.7,0.0,0.0,0.0,0.0,0.0,0.0,9.4,247.0,2017-06-12
2017-06-13T00:00,30.6,0.0,0.0,1.0,0.0,1.0,0.0,8.8,251.0,2017-06-13
2017-06-14T00:00,30.6,0.0,0.0,37.0,0.0,13.0,98.0,8.0,278.0,2017-06-14
2017-06-15T00:00,23.7,0.0,0.0,3.0,1.0,0.0,6.0,10.0,167.0,2017-06-15
2017-06-16T00:00,20.0,0.0,0.0,47.0,8.0,54.0,24.0,13.5,136.0,2017-06-16
2017-06-17T00:00,19.7,0.0,0.0,100.0,100.0,83.0,98.0,8.9,50.0,2017-06-17
2017-06-18T00:00,22.1,0.0,0.0,100.0,88.0,46.0,97.0,7.4,113.0,2017-06-18
2017-06-19T00:00,26.8,0.0,0.0,45.0,1.0,27.0,92.0,12.7,188.0,2017-06-19
2017-06-20T00:00,22.6,6.3,6.3,100.0,88.0,99.0,100.0,11.9,209.0,2017-06-20
2017-06-21T00:00,27.7,0.0,0.0,18.0,0.0,30.0,0.0,6.9,261.0,2017-06-21
2017-06-22T00:00,25.2,0.1,0.1,30.0,0.0,50.0,0.0,6.2,280.0,2017-06-22
2017-06-23T00:00,26.6,0.0,0.0,42.0,2.0,17.0,100.0,8.7,173.0,2017-06-23
2017-06-24T00:00,26.3,0.0,0.0,63.0,20.0,38.0,73.0,13.2,223.0,2017-06-24
2017-06-25T00:00,28.3,0.0,0.0,4.0,0.0,1.0,11.0,9.7,219.0,2017-06-25
2017-06-26T00:00,26.4,0.0,0.0,27.0,0.0,45.0,0.0,6.6,193.0,2017-06-26
2017-06-27T00:00,24.6,0.0,0.0,16.0,0.0,26.0,0.0,10.1,197.0,2017-06-27
2017-06-28T00:00,22.9,0.0,0.0,8.0,0.0,13.0,0.0,9.4,310.0,2017-06-28
2017-06-29T00:00,24.8,0.0,0.0,4.0,0.0,6.0,1.0,6.4,218.0,2017-06-29
2017-06-30T00:00,25.4,0.0,0.0,70.0,11.0,51.0,97.0,17.0,184.0,2017-06-30
2017-07-01T00:00,27.1,0.1,0.1,59.0,7.0,48.0,79.0,13.8,200.0,2017-07-01
2017-07-02T00:00,23.9,0.9,0.9,29.0,2.0,12.0,67.0,8.7,225.0,2017-07-02
2017-07-03T00:00,29.6,0.0,0.0,8.0,0.0,13.0,0.0,6.6,221.0,2017-07-03
2017-07-04T00:00,28.7,0.0,0.0,18.0,0.0,19.0,23.0,4.0,280.0,2017-07-04
2017-07-05T00:00,28.2,0.0,0.0,23.0,7.0,28.0,0.0,3.3,84.0,2017-07-05
2017-07-06T00:00,25.0,0.0,0.0,4.0,0.0,7.0,0.0,12.1,143.0,2017-07-06
2017-07-07T00:00,23.1,0.0,0.0,73.0,3.0,68.0,99.0,8.7,120.0,2017-07-07
2017-07-08T00:00,25.5,0.0,0.0,41.0,14.0,41.0,11.0,4.9,197.0,2017-07-08
2017-07-09T00:00,25.8,0.0,0.0,53.0,4.0,39.0,87.0,7.9,294.0,2017-07-09
2017-07-10T00:00,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,223.0,2017-07-10
2017-07-11T00:00,26.5,0.0,0.0,47.0,1.0,34.0,85.0,12.6,185.0,2017-07-11
2017-07-12T00:00,27.4,0.0,0.0,25.0,3.0,35.0,5.0,4.0,180.0,2017-07-12
2017-07-13T00:00,28.2,0.0,0.0,43.0,23.0,31.0,12.0,9.6,250.0,2017-07-13
2017-07-14T00:00,26.6,0.3,0.3,94.0,4.0,100.0,100.0,3.7,119.0,2017-07-14
2017-07-15T00:00,21.2,1.8,1.8,100.0,100.0,22.0,84.0,12.4,107.0,2017-07-15
2017-07-16T00:00,26.8,0.0,0.0,25.0,9.0,28.0,0.0,6.0,327.0,2017-07-16
2017-07-17T00:00,27.1,0.0,0.0,9.0,10.0,0.0,0.0,10.5,158.0,2017-07-17
2017-07-18T00:00,25.4,0.0,0.0,32.0,16.0,8.0,42.0,0.5,135.0,2017-07-18
2017-07-19T00:00,28.1,0.0,0.0,28.0,9.0,29.0,8.0,9.3,167.0,2017-07-19
2017-07-20T00:00,31.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,270.0,2017-07-20
2017-07-21T00:00,30.8,0.0,0.0,39.0,1.0,63.0,1.0,7.1,300.0,2017-07-21
2017-07-22T00:00,31.6,0.0,0.0,33.0,0.0,6.0,97.0,5.8,270.0,2017-07-22
2017-07-23T00:00,27.0,0.0,0.0,89.0,0.0,99.0,100.0,10.3,126.0,2017-07-23
2017-07-24T00:00,23.6,0.0,0.0,56.0,18.0,17.0,99.0,12.7,125.0,2017-07-24
2017-07-25T00:00,20.4,0.0,0.0,44.0,16.0,35.0,29.0,13.4,66.0,2017-07-25
2017-07-26T00:00,20.7,0.0,0.0,100.0,57.0,86.0,0.0,8.4,47.0,2017-07-26
2017-07-27T00:00,21.8,0.0,0.0,71.0,29.0,25.0,98.0,9.6,167.0,2017-07-27
2017-07-28T00:00,24.5,0.0,0.0,60.0,38.0,37.0,12.0,4.0,170.0,2017-07-28
2017-07-29T00:00,25.4,0.0,0.0,67.0,16.0,38.0,100.0,4.7,122.0,2017-07-29
2017-07-30T00:00,23.4,0.0,0.0,31.0,13.0,8.0,48.0,13.6,11.0,2017-07-30
2017-07-31T00:00,25.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,191.0,2017-07-31
2017-08-01T00:00,27.5,0.0,0.0,35.0,8.0,47.0,0.0,8.2,151.0,2017-08-01
2017-08-02T00:00,27.9,0.0,0.0,21.0,0.0,14.0,42.0,4.1,218.0,2017-08-02
2017-08-03T00:00,21.9,1.7,1.7,14.0,0.0,6.0,33.0,5.0,120.0,2017-08-03
2017-08-04T00:00,25.2,0.0,0.0,44.0,11.0,43.0,29.0,8.5,152.0,2017-08-04
2017-08-05T00:00,25.2,0.0,0.0,3.0,1.0,3.0,1.0,15.3,153.0,2017-08-05
2017-08-06T00:00,24.3,0.0,0.0,5.0,4.0,2.0,0.0,15.9,288.0,2017-08-06
2017-08-07T00:00,23.6,0.0,0.0,30.0,0.0,0.0,99.0,6.8,245.0,2017-08-07
2017-08-08T00:00,19.5,0.0,0.0,100.0,68.0,86.0,31.0,8.6,90.0,2017-08-08
2017-08-09T00:00,24.7,0.0,0.0,33.0,2.0,52.0,0.0,4.3,228.0,2017-08-09
2017-08-10T00:00,25.1,0.0,0.0,12.0,0.0,20.0,0.0,9.1,171.0,2017-08-10
2017-08-11T00:00,24.0,0.0,0.0,40.0,2.0,14.0,99.0,8.1,159.0,2017-08-11
2017-08-12T00:00,23.1,0.5,0.5,77.0,1.0,85.0,82.0,9.5,151.0,2017-08-12
2017-08-13T00:00,24.0,0.0,0.0,86.0,57.0,10.0,95.0,9.5,155.0,2017-08-13
2017-08-14T00:00,26.2,0.0,0.0,35.0,5.0,2.0,96.0,5.6,285.0,2017-08-14
2017-08-15T00:00,24.3,0.0,0.0,47.0,4.0,25.0,95.0,7.0,159.0,2017-08-15
2017-08-16T00:00,22.6,0.0,0.0,57.0,46.0,11.0,29.0,4.5,151.0,2017-08-16
2017-08-17T00:00,26.8,0.0,0.0,6.0,3.0,5.0,0.0,3.2,63.0,2017-08-17
2017-08-18T00:00,23.8,0.0,0.0,14.0,1.0,6.0,33.0,10.0,131.0,2017-08-18
2017-08-19T00:00,24.7,2.3,2.3,100.0,49.0,77.0,100.0,11.1,193.0,2017-08-19
2017-08-20T00:00,27.8,0.0,0.0,3.0,0.0,4.0,1.0,8.4,245.0,2017-08-20
2017-08-21T00:00,26.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,270.0,2017-08-21
2017-08-22T00:00,26.6,0.0,0.0,25.0,0.0,21.0,40.0,10.0,201.0,2017-08-22
2017-08-23T00:00,28.1,0.0,0.0,32.0,3.0,10.0,77.0,18.3,196.0,2017-08-23
2017-08-24T00:00,25.2,0.0,0.0,2.0,0.0,0.0,5.0,4.6,321.0,2017-08-24
2017-08-25T00:00,23.2,0.0,0.0,10.0,0.0,16.0,0.0,6.6,331.0,2017-08-25
2017-08-26T00:00,22.7,0.0,0.0,35.0,2.0,56.0,0.0,3.6,315.0,2017-08-26
2017-08-27T00:00,21.4,0.0,0.0,5.0,0.0,8.0,0.0,3.2,63.0,2017-08-27
2017-08-28T00:00,20.9,0.0,0.0,34.0,2.0,8.0,92.0,6.9,133.0,2017-08-28
2017-08-29T00:00,20.3,0.0,0.0,34.0,9.0,0.0,86.0,7.0,102.0,2017-08-29
2017-08-30T00:00,17.5,0.5,0.5,100.0,98.0,99.0,100.0,15.8,43.0,2017-08-30
2017-08-31T00:00,22.6,0.0,0.0,20.0,6.0,24.0,0.0,7.8,257.0,2017-08-31
2017-09-01T00:00,21.4,0.0,0.0,31.0,9.0,31.0,13.0,9.4,317.0,2017-09-01
2017-09-02T00:00,18.7,0.0,0.0,30.0,0.0,0.0,100.0,4.6,288.0,2017-09-02
2017-09-03T00:00,16.4,0.9,0.9,100.0,36.0,99.0,100.0,11.5,88.0,2017-09-03
2017-09-04T00:00,19.5,0.0,0.0,22.0,7.0,24.0,4.0,12.1,258.0,2017-09-04
2017-09-05T00:00,23.4,0.0,0.0,0.0,0.0,0.0,0.0,13.6,202.0,2017-09-05
2017-09-06T00:00,23.4,0.2,0.2,62.0,22.0,20.0,100.0,9.5,259.0,2017-09-06
2017-09-07T00:00,17.0,0.1,0.1,100.0,97.0,100.0,100.0,7.8,22.0,2017-09-07
2017-09-08T00:00,19.1,0.0,0.0,22.0,4.0,31.0,0.0,11.9,256.0,2017-09-08
2017-09-09T00:00,19.3,0.0,0.0,13.0,2.0,18.0,0.0,8.3,304.0,2017-09-09
2017-09-10T00:00,16.3,0.0,0.0,11.0,9.0,4.0,0.0,9.2,329.0,2017-09-10
2017-09-11T00:00,18.8,0.0,0.0,2.0,0.0,4.0,0.0,5.8,353.0,2017-09-11
2017-09-12T00:00,20.7,0.0,0.0,30.0,0.0,0.0,100.0,4.1,322.0,2017-09-12
2017-09-13T00:00,22.2,0.0,0.0,29.0,0.0,0.0,96.0,6.9,223.0,2017-09-13
2017-09-14T00:00,22.5,0.0,0.0,99.0,97.0,20.0,0.0,5.1,188.0,2017-09-14
2017-09-15T00:00,23.3,0.0,0.0,63.0,14.0,63.0,42.0,6.2,234.0,2017-09-15
2017-09-16T00:00,24.3,0.0,0.0,41.0,2.0,61.0,7.0,5.1,141.0,2017-09-16
2017-09-17T00:00,22.5,0.0,0.0,44.0,21.0,36.0,10.0,3.1,135.0,2017-09-17
2017-09-18T00:00,21.9,0.0,0.0,19.0,10.0,16.0,0.0,7.6,149.0,2017-09-18
2017-09-19T00:00,21.8,0.0,0.0,52.0,27.0,40.0,11.0,9.0,53.0,2017-09-19
2017-09-20T00:00,21.5,0.0,0.0,93.0,37.0,50.0,99.0,21.7,19.0,2017-09-20
2017-09-21T00:00,24.0,0.0,0.0,37.0,6.0,5.0,95.0,10.7,348.0,2017-09-21
2017-09-22T00:00,23.4,0.0,0.0,30.0,1.0,0.0,98.0,7.6,8.0,2017-09-22
2017-09-23T00:00,23.7,0.0,0.0,20.0,10.0,18.0,1.0,14.5,354.0,2017-09-23
2017-09-24T00:00,24.2,0.0,0.0,0.0,0.0,0.0,0.0,9.6,347.0,2017-09-24
2017-09-25T00:00,25.4,0.0,0.0,0.0,0.0,0.0,0.0,7.6,188.0,2017-09-25
2017-09-26T00:00,22.6,0.0,0.0,19.0,12.0,14.0,0.0,10.0,159.0,2017-09-26
2017-09-27T00:00,22.7,0.0,0.0,23.0,0.0,1.0,75.0,5.6,140.0,2017-09-27
2017-09-28T00:00,25.1,0.0,0.0,11.0,3.0,13.0,0.0,6.0,123.0,2017-09-28
2017-09-29T00:00,19.5,0.0,0.0,0.0,0.0,0.0,0.0,19.8,327.0,2017-09-29
2017-09-30T00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,284.0,2017-09-30
2017-10-01T00:00,13.9,0.0,0.0,56.0,47.0,22.0,0.0,16.8,9.0,2017-10-01
2017-10-02T00:00,16.6,0.0,0.0,0.0,0.0,0.0,0.0,4.6,225.0,2017-10-02
2017-10-03T00:00,16.5,0.0,0.0,0.0,0.0,0.0,0.0,8.1,159.0,2017-10-03
2017-10-04T00:00,15.6,0.0,0.0,12.0,0.0,0.0,40.0,8.8,145.0,2017-10-04
2017-10-05T00:00,20.4,0.0,0.0,2.0,0.0,0.0,5.0,13.0,214.0,2017-10-05
2017-10-06T00:00,24.2,0.0,0.0,64.0,1.0,55.0,100.0,11.8,247.0,2017-10-06
2017-10-07T00:00,21.6,0.0,0.0,18.0,4.0,11.0,27.0,5.2,168.0,2017-10-07
2017-10-08T00:00,22.6,0.0,0.0,10.0,10.0,0.0,4.0,16.6,181.0,2017-10-08
2017-10-09T00:00,23.8,0.0,0.0,61.0,13.0,33.0,99.0,9.4,223.0,2017-10-09
2017-10-10T00:00,24.2,0.0,0.0,88.0,76.0,29.0,7.0,13.5,222.0,2017-10-10
2017-10-11T00:00,22.3,0.0,0.0,18.0,3.0,0.0,50.0,4.7,274.0,2017-10-11
2017-10-12T00:00,19.2,0.3,0.3,69.0,7.0,98.0,13.0,11.7,79.0,2017-10-12
2017-10-13T00:00,15.3,0.0,0.0,42.0,0.0,70.0,0.0,10.8,92.0,2017-10-13
2017-10-14T00:00,17.5,0.0,0.0,100.0,99.0,99.0,0.0,9.1,81.0,2017-10-14
2017-10-15T00:00,19.7,0.0,0.0,98.0,100.0,13.0,0.0,5.6,220.0,2017-10-15
2017-10-16T00:00,20.9,0.0,0.0,89.0,95.0,6.0,0.0,16.1,209.0,2017-10-16
2017-10-17T00:00,11.8,0.0,0.0,11.0,0.0,0.0,38.0,15.1,327.0,2017-10-17
2017-10-18T00:00,11.9,0.0,0.0,0.0,0.0,0.0,0.0,12.3,195.0,2017-10-18
2017-10-19T00:00,16.5,0.0,0.0,0.0,0.0,0.0,0.0,8.7,210.0,2017-10-19
2017-10-20T00:00,17.3,0.0,0.0,1.0,0.0,0.0,4.0,13.2,223.0,2017-10-20
2017-10-21T00:00,17.0,0.0,0.0,5.0,0.0,0.0,15.0,8.3,304.0,2017-10-21
2017-10-22T00:00,16.9,0.0,0.0,30.0,0.0,0.0,99.0,8.1,201.0,2017-10-22
2017-10-23T00:00,16.4,0.0,0.0,29.0,0.0,0.0,98.0,7.9,150.0,2017-10-23
2017-10-24T00:00,20.2,0.3,0.3,97.0,34.0,61.0,100.0,16.9,151.0,2017-10-24
2017-10-25T00:00,20.1,3.5,3.5,100.0,72.0,48.0,40.0,12.4,190.0,2017-10-25
2017-10-26T00:00,16.0,0.0,0.0,39.0,0.0,19.0,92.0,4.7,293.0,2017-10-26
2017-10-27T00:00,12.6,0.0,0.0,11.0,0.0,6.0,24.0,18.3,292.0,2017-10-27
2017-10-28T00:00,13.5,0.0,0.0,0.0,0.0,0.0,0.0,10.1,174.0,2017-10-28
2017-10-29T00:00,17.4,0.0,0.0,48.0,23.0,4.0,83.0,11.6,173.0,2017-10-29
2017-10-30T00:00,18.1,3.5,3.5,100.0,100.0,100.0,92.0,26.2,98.0,2017-10-30
2017-10-31T00:00,11.6,0.0,0.0,0.0,0.0,0.0,0.0,18.2,218.0,2017-10-31
2017-11-01T00:00,10.2,0.0,0.0,0.0,0.0,0.0,0.0,12.3,267.0,2017-11-01
2017-11-02T00:00,12.6,0.0,0.0,96.0,100.0,10.0,0.0,9.0,90.0,2017-11-02
2017-11-03T00:00,18.0,0.0,0.0,33.0,2.0,45.0,13.0,12.2,178.0,2017-11-03
2017-11-04T00:00,16.4,0.0,0.0,25.0,0.0,0.0,83.0,19.2,337.0,2017-11-04
2017-11-05T00:00,10.7,0.0,0.0,29.0,2.0,0.0,90.0,8.4,83.0,2017-11-05
2017-11-06T00:00,14.9,0.0,0.0,100.0,100.0,22.0,87.0,6.3,121.0,2017-11-06
2017-11-07T00:00,13.5,0.0,0.0,14.0,4.0,1.0,32.0,16.8,332.0,2017-11-07
2017-11-08T00:00,5.7,1.6,1.6,100.0,100.0,100.0,99.0,17.3,358.0,2017-11-08
2017-11-09T00:00,7.4,0.0,0.0,75.0,83.0,1.0,0.0,6.0,73.0,2017-11-09
2017-11-10T00:00,10.7,0.0,0.0,100.0,98.0,95.0,0.0,8.5,152.0,2017-11-10
2017-11-11T00:00,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,20.3,323.0,2017-11-11
2017-11-12T00:00,2.1,0.0,0.0,29.0,0.0,0.0,98.0,3.6,53.0,2017-11-12
2017-11-13T00:00,5.3,0.0,0.0,42.0,0.0,65.0,11.0,3.2,90.0,2017-11-13
2017-11-14T00:00,5.5,0.0,0.0,4.0,4.0,0.0,0.0,9.7,345.0,2017-11-14
2017-11-15T00:00,6.4,0.0,0.0,89.0,76.0,35.0,0.0,7.9,43.0,2017-11-15
2017-11-16T00:00,7.5,0.0,0.0,100.0,87.0,0.0,99.0,10.1,107.0,2017-11-16
2017-11-17T00:00,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,274.0,2017-11-17
2017-11-18T00:00,5.6,0.0,0.0,0.0,0.0,0.0,0.0,9.2,291.0,2017-11-18
2017-11-19T00:00,8.9,1.1,1.1,100.0,25.0,95.0,100.0,13.0,194.0,2017-11-19
2017-11-20T00:00,7.6,0.0,0.0,26.0,25.0,6.0,0.0,10.5,278.0,2017-11-20
2017-11-21T00:00,6.4,0.0,0.0,0.0,0.0,0.0,0.0,15.2,234.0,2017-11-21
2017-11-22T00:00,10.3,0.0,0.0,7.0,0.0,0.0,24.0,12.3,201.0,2017-11-22
2017-11-23T00:00,5.9,0.0,0.0,9.0,10.0,0.0,0.0,18.6,311.0,2017-11-23
2017-11-24T00:00,2.9,0.0,0.0,5.0,0.0,0.0,18.0,7.8,236.0,2017-11-24
2017-11-25T00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,203.0,2017-11-25
2017-11-26T00:00,10.4,0.0,0.0,41.0,8.0,7.0,99.0,10.7,256.0,2017-11-26
2017-11-27T00:00,5.0,0.0,0.0,11.0,0.0,19.0,0.0,6.9,264.0,2017-11-27
2017-11-28T00:00,6.9,0.0,0.0,0.0,0.0,0.0,1.0,8.0,333.0,2017-11-28
2017-11-29T00:00,9.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,183.0,2017-11-29
2017-11-30T00:00,9.2,0.0,0.0,0.0,0.0,0.0,0.0,10.5,338.0,2017-11-30
2017-12-01T00:00,8.3,0.0,0.0,49.0,4.0,26.0,98.0,9.7,158.0,2017-12-01
2017-12-02T00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,7.3,351.0,2017-12-02
2017-12-03T00:00,5.4,0.0,0.0,80.0,0.0,85.0,96.0,7.5,125.0,2017-12-03
2017-12-04T00:00,5.6,0.0,0.0,66.0,66.0,11.0,0.0,3.5,24.0,2017-12-04
2017-12-05T00:00,7.0,0.0,0.0,59.0,65.0,0.0,0.0,8.4,121.0,2017-12-05
2017-12-06T00:00,14.1,0.5,0.5,100.0,100.0,100.0,100.0,16.2,201.0,2017-12-06
2017-12-07T00:00,5.4,0.0,0.0,30.0,0.0,0.0,100.0,10.2,231.0,2017-12-07
2017-12-08T00:00,4.8,0.0,0.0,2.0,2.0,0.0,0.0,12.3,230.0,2017-12-08
2017-12-09T00:00,2.8,0.0,0.0,90.0,0.0,100.0,100.0,7.9,246.0,2017-12-09
2017-12-10T00:00,0.4,0.5,0.0,100.0,67.0,96.0,30.0,14.2,351.0,2017-12-10
2017-12-11T00:00,2.7,0.0,0.0,23.0,0.0,39.0,0.0,13.8,223.0,2017-12-11
2017-12-12T00:00,3.3,0.0,0.0,7.0,8.0,0.0,0.0,7.6,185.0,2017-12-12
2017-12-13T00:00,4.2,0.0,0.0,66.0,10.0,95.0,0.0,17.8,291.0,2017-12-13
2017-12-14T00:00,-1.8,0.0,0.0,32.0,0.0,3.0,100.0,16.2,257.0,2017-12-14
2017-12-15T00:00,-3.0,0.0,0.0,3.0,0.0,0.0,10.0,11.6,306.0,2017-12-15
2017-12-16T00:00,-4.1,0.4,0.0,90.0,35.0,98.0,0.0,5.6,255.0,2017-12-16
2017-12-17T00:00,2.7,0.0,0.0,68.0,30.0,69.0,0.0,7.8,283.0,2017-12-17
2017-12-18T00:00,1.0,0.0,0.0,85.0,7.0,93.0,77.0,5.1,86.0,2017-12-18
2017-12-19T00:00,5.2,0.0,0.0,82.0,42.0,74.0,0.0,10.2,228.0,2017-12-19
2017-12-20T00:00,10.0,0.0,0.0,32.0,25.0,15.0,0.0,19.3,233.0,2017-12-20
2017-12-21T00:00,3.4,0.0,0.0,11.0,0.0,0.0,35.0,10.7,320.0,2017-12-21
2017-12-22T00:00,1.7,0.0,0.0,25.0,0.0,41.0,0.0,6.0,17.0,2017-12-22
2017-12-23T00:00,5.0,0.0,0.0,100.0,98.0,97.0,100.0,4.7,4.0,2017-12-23
2017-12-24T00:00,10.4,3.4,3.4,100.0,100.0,100.0,100.0,15.0,312.0,2017-12-24
2017-12-25T00:00,3.2,0.0,0.0,100.0,49.0,93.0,93.0,11.6,68.0,2017-12-25
2017-12-26T00:00,-0.2,0.0,0.0,6.0,0.0,10.0,0.0,22.3,256.0,2017-12-26
2017-12-27T00:00,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,8.1,302.0,2017-12-27
2017-12-28T00:00,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,314.0,2017-12-28
2017-12-29T00:00,-9.1,0.0,0.0,0.0,0.0,0.0,0.0,16.8,301.0,2017-12-29
2017-12-30T00:00,-7.4,0.0,0.0,0.0,0.0,0.0,0.0,11.5,302.0,2017-12-30
2017-12-31T00:00,-6.7,0.0,0.0,5.0,3.0,4.0,0.0,7.9,254.0,2017-12-31
2018-01-01T00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,9.4,302.0,2018-01-01
2018-01-02T00:00,-9.3,0.0,0.0,0.0,0.0,0.0,0.0,8.9,256.0,2018-01-02
2018-01-03T00:00,-6.2,0.0,0.0,0.0,0.0,0.0,0.0,15.1,242.0,2018-01-03
2018-01-04T00:00,-4.5,0.0,0.0,32.0,0.0,51.0,3.0,7.6,95.0,2018-01-04
2018-01-05T00:00,-3.8,0.1,0.0,90.0,0.0,100.0,100.0,31.3,303.0,2018-01-05
2018-01-06T00:00,-10.7,0.0,0.0,38.0,18.0,36.0,0.0,20.5,280.0,2018-01-06
2018-01-07T00:00,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,15.5,292.0,2018-01-07
2018-01-08T00:00,-10.2,0.0,0.0,77.0,0.0,92.0,71.0,11.6,210.0,2018-01-08
2018-01-09T00:00,-1.5,0.0,0.0,100.0,48.0,84.0,100.0,13.8,229.0,2018-01-09
2018-01-10T00:00,1.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,330.0,2018-01-10
2018-01-11T00:00,2.1,0.0,0.0,100.0,78.0,39.0,51.0,7.8,158.0,2018-01-11
2018-01-12T00:00,4.7,0.0,0.0,62.0,35.0,0.0,100.0,10.0,159.0,2018-01-12
2018-01-13T00:00,13.3,0.1,0.1,100.0,100.0,100.0,100.0,10.8,176.0,2018-01-13
2018-01-14T00:00,-4.1,0.0,0.0,3.0,0.0,5.0,0.0,21.4,324.0,2018-01-14
2018-01-15T00:00,-7.2,0.0,0.0,28.0,0.0,0.0,93.0,11.4,18.0,2018-01-15
2018-01-16T00:00,-3.1,0.0,0.0,64.0,68.0,4.0,0.0,7.1,66.0,2018-01-16
2018-01-17T00:00,1.4,0.0,0.0,100.0,87.0,25.0,96.0,7.2,72.0,2018-01-17
2018-01-18T00:00,-2.5,0.0,0.0,86.0,0.0,95.0,97.0,14.8,309.0,2018-01-18
2018-01-19T00:00,-2.3,0.0,0.0,9.0,10.0,0.0,0.0,7.4,293.0,2018-01-19
2018-01-20T00:00,0.2,0.0,0.0,7.0,0.0,0.0,23.0,10.7,222.0,2018-01-20
2018-01-21T00:00,5.9,0.0,0.0,2.0,0.0,0.0,8.0,12.2,270.0,2018-01-21
2018-01-22T00:00,4.4,0.0,0.0,100.0,96.0,76.0,72.0,7.3,191.0,2018-01-22
2018-01-23T00:00,6.0,0.0,0.0,100.0,55.0,35.0,98.0,11.5,76.0,2018-01-23
2018-01-24T00:00,9.5,0.0,0.0,2.0,0.0,4.0,0.0,12.6,267.0,2018-01-24
2018-01-25T00:00,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.3,311.0,2018-01-25
2018-01-26T00:00,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,7.7,311.0,2018-01-26
2018-01-27T00:00,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.7,160.0,2018-01-27
2018-01-28T00:00,8.8,0.0,0.0,68.0,1.0,62.0,99.0,15.6,209.0,2018-01-28
